content,rating,class,processed_content,processed_content_wt
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Hàng đóng gói rất cẩu thả.,5,2,sản phẩm dịch vụ mô tả tốt đợi hàng đóng gói cẩu thả,sản_phẩm dịch_vụ mô_tả tốt đợi hàng đóng_gói cẩu_thả
Sản phẩm/dịch vụ giống mô tả.,4,2,sản phẩm dịch vụ mô tả,sản_phẩm dịch_vụ mô_tả
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Món hàng tuyệt vời cho cháu của tôi Xin cám ơn nhà cung cấp hàng",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình món hàng tuyệt vời cháu cám ơn hàng,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình món hàng tuyệt_vời cháu cám_ơn hàng
Bánh xe bị móp,3,1,bánh móp,bánh móp
Đẹp như mô tả.,5,2,đẹp mô tả,đẹp mô_tả
Đẹp như mô tả. Đóng gói kỹ lưỡng.,5,2,đẹp mô tả đóng gói kỹ lưỡng,đẹp mô_tả đóng_gói kỹ_lưỡng
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.,5,2,sản phẩm dịch vụ mô tả tốt đợi,sản_phẩm dịch_vụ mô_tả tốt đợi
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ
Đẹp như mô tả. Giá tốt. Giao hàng nhanh bất ngờ.,5,2,đẹp mô tả giá tốt hàng bất ngờ,đẹp mô_tả giá tốt hàng bất_ngờ
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng hàng bất_ngờ
Chất lượng sản phẩm/dịch vụ rất tốt. Hàng tốt lắm cảm ơn shop có j xe đặt thêm cái nữa,5,2,chất sản phẩm dịch vụ tốt hàng tốt lắm cảm ơn shop,chất sản_phẩm dịch_vụ tốt hàng tốt lắm cảm_ơn shop
Đẹp như mô tả. hàng ok,5,2,đẹp mô tả hàng,đẹp mô_tả hàng
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.,5,2,sản phẩm dịch vụ mô tả tốt đợi,sản_phẩm dịch_vụ mô_tả tốt đợi
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh.,5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ
Sản phẩm tốt vượt mong đợi,5,2,sản phẩm tốt đợi,sản_phẩm tốt đợi
"Chất lượng sản phẩm/dịch vụ rất tốt. Sản phẩm tốt, đầy đủ, chỉ có 1 2 trái bị móp xì, chắc do chuyên chở siết chặt wa, nói chung cũng rất hài lòng.",5,2,chất sản phẩm dịch vụ tốt sản phẩm tốt trái móp xì chuyên chở siết chặt hài,chất sản_phẩm dịch_vụ tốt sản_phẩm tốt trái móp_xì chuyên_chở siết chặt hài
mua 3 túi 300 bóng mà giao có 2 túi. 200 bóng,1,0,túi bóng túi bóng,túi bóng túi bóng
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
"Gửi sản phẩm/vé dịch vụ nhanh. NHẬN ĐỦ 300 QUẢ BÓNG ĐỦ MÀU, MỀM, DÀY BÓNG ĐẸP. NHƯNG KHÔNG ĐỊNH HÌNH ĐƯỢC LÀ NÓ NHỎ NHƯ VẬY. ĐỢI SALE MUA THÊM 1000 QUẢ MỚI ĐỦ 1 NHÀ BANH CHO CON",5,2,gửi sản phẩm vé dịch vụ bóng màu mềm dày bóng đẹp không định hình đợi,gửi sản_phẩm vé dịch_vụ bóng màu mềm dày bóng đẹp không định_hình đợi
Đóng gói kỹ lưỡng. Giá tốt. Giao hàng nhanh bất ngờ.,5,2,đóng gói kỹ lưỡng giá tốt hàng bất ngờ,đóng_gói kỹ_lưỡng giá tốt hàng bất_ngờ
"1 túi bóng căng và màu nét, 1 túi thì bóng bị mềm và màu nhạt hơn, vẫn đánh giá cho Shop 5 sao.",5,2,túi bóng căng màu nét túi bóng mềm màu nhạt đánh giá shop,túi bóng căng màu nét túi bóng mềm màu nhạt đánh_giá shop
Giá tốt. mua 3 phao mà có đúng 1 phao có 1 miếng vá và 1 lọ 1 keo,5,2,giá tốt miếng vá lọ,giá tốt miếng vá lọ
"Chất lượng sản phẩm/dịch vụ rất tệ. Đóng gói hàng không cẩn thận/Vé dịch vụ rách, mờ, không rõ thông tin. hag k sd dk,bom len xong,xiu xep dep",1,0,chất sản phẩm dịch vụ tệ đóng gói hàng không cẩn thận vé dịch vụ rách mờ không thông hag không,chất sản_phẩm dịch_vụ tệ đóng_gói hàng_không cẩn_thận vé dịch_vụ rách_mờ không thông_hag không
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. shop có thể thay thế van bơm hơi bằng van xe máy hoặc xe đạp thì tiện lợi hơn cho khách,5,2,sản phẩm dịch vụ mô tả tốt đợi shop thể bơm hơi máy đạp tiện lợi,sản_phẩm dịch_vụ mô_tả tốt đợi shop_thể bơm hơi máy đạp tiện_lợi
Chất lượng hơi kém,3,1,chất hơi kém,chất hơi kém
ko giống màu nhưng hàng rất tôt đang đc 5sao,5,2,không màu hàng tôt,không màu hàng tôt
"mua về bơm lên có 1 tầng ở dưới, hỏi thi shop k tl. mọi nguoi dung nên mua ak",1,0,bơm tầng shop không,bơm tầng shop không
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. phao đẹp, bé rất thích",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình đẹp bé thích,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình đẹp bé thích
"Chuyên nghiệp, thân thiện.",5,2,chuyên nghiệp thân thiện,chuyên_nghiệp thân_thiện
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. shop tư vấn nhiệt tình, cụ thể. Cảm ơn và sẽ tiếp tục ủng hộ shop.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình shop tư vấn nhiệt tình cụ thể cảm ơn tiếp tục ủng hộ shop,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình_shop tư_vấn nhiệt_tình cụ_thể cảm_ơn tiếp_tục ủng_hộ shop
Đẹp như mô tả.,5,2,đẹp mô tả,đẹp mô_tả
"Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. rất tốt ?",5,2,gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình tốt,gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình tốt
Đúng mô tả.,4,2,mô tả,mô_tả
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng giá tốt hàng bất_ngờ
Đẹp như mô tả. Chất lượng tuyệt vời.,5,2,đẹp mô tả chất tuyệt vời,đẹp mô_tả chất tuyệt_vời
"Chuyên nghiệp, thân thiện. Giá tốt. Đóng gói kỹ lưỡng.",5,2,chuyên nghiệp thân thiện giá tốt đóng gói kỹ lưỡng,chuyên_nghiệp thân_thiện giá tốt đóng_gói kỹ_lưỡng
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
Sản phẩm/dịch vụ tương đối giống mô tả. Chất lượng sản phẩm/dịch vụ tương đối tốt. Shop phục vụ chấp nhận được.,3,1,sản phẩm dịch vụ tương đối mô tả chất sản phẩm dịch vụ tương đối tốt shop phục vụ chấp,sản_phẩm dịch_vụ tương_đối mô_tả chất sản_phẩm dịch_vụ tương_đối tốt shop phục_vụ chấp
"Chất lượng tuyệt vời. lều đẹp như hình, bé thích quá mới mua về đã mở ra chơi, giá chưa tới 200k được cái lều đẹp, bé tha hồ chơi",5,2,chất tuyệt vời lều đẹp hình bé thích giá lều đẹp bé hồ,chất tuyệt_vời lều đẹp_hình bé thích giá lều đẹp bé hồ
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng
Sp ổn bé nhà mình rất thích,5,2,ổn bé thích,ổn bé thích
Gửi sản phẩm/vé dịch vụ nhanh. hàng đẹp chất lượng,5,2,gửi sản phẩm vé dịch vụ hàng đẹp chất,gửi sản_phẩm vé dịch_vụ hàng đẹp chất
k giống với mô tả,3,1,không mô tả,không mô_tả
Đúng mô tả.,4,2,mô tả,mô_tả
Đóng gói kỹ.,4,2,đóng gói kỹ,đóng_gói kỹ
Chất lượng tuyệt vời.,5,2,chất tuyệt vời,chất tuyệt_vời
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Khá tốt so với tầm giá.ok!",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt tốt tầm giá,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt tốt tầm giá
"Đặt màu xanh , shop giao màu hông.?????",5,2,màu shop màu hông,màu shop màu hông
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng giá tốt hàng bất_ngờ
Chất lượng tuyệt vời.,5,2,chất tuyệt vời,chất tuyệt_vời
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. ko bít có đủ 100 bóng ko .nhung van cho 5sao",5,2,sản phẩm dịch vụ mô tả tốt đợi shop tư vấn hướng cực kỳ nhiệt tình không không,sản_phẩm dịch_vụ mô_tả tốt đợi shop tư_vấn hướng cực_kỳ nhiệt_tình không không
Đẹp như mô tả.,5,2,đẹp mô tả,đẹp mô_tả
Đẹp như mô tả.,5,2,đẹp mô tả,đẹp mô_tả
Cần đúng với mô tả.,1,0,mô tả,mô_tả
"Chuyên nghiệp, thân thiện.",5,2,chuyên nghiệp thân thiện,chuyên_nghiệp thân_thiện
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Gửi sản phẩm/vé dịch vụ nhanh. ok,5,2,sản phẩm dịch vụ mô tả tốt đợi gửi sản phẩm vé dịch vụ,sản_phẩm dịch_vụ mô_tả tốt_đợi gửi sản_phẩm vé dịch_vụ
"Đẹp như mô tả. Chuyên nghiệp, thân thiện. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giao hàng nhanh bất ngờ.",5,2,đẹp mô tả chuyên nghiệp thân thiện đóng gói kỹ lưỡng chất tuyệt vời hàng bất ngờ,đẹp mô_tả chuyên_nghiệp thân_thiện đóng_gói kỹ_lưỡng chất tuyệt_vời hàng bất_ngờ
Đóng gói kỹ lưỡng. Đẹp như mô tả. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.,5,2,đóng gói kỹ lưỡng đẹp mô tả chất tuyệt vời giá tốt hàng bất ngờ,đóng_gói kỹ_lưỡng đẹp mô_tả chất tuyệt_vời giá tốt hàng bất_ngờ
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.,5,2,sản phẩm dịch vụ mô tả tốt đợi,sản_phẩm dịch_vụ mô_tả tốt đợi
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ
Hàng đúng mẫu. Đúng hình.. Nhưng có điều khác màu ak.. Hình để màu trắng.. Giao thì mầu đen.,5,2,hàng mẫu hình màu hình màu trắng mầu đen,hàng mẫu_hình màu hình màu trắng_mầu đen
Chất lượng tuyệt vời.,5,2,chất tuyệt vời,chất tuyệt_vời
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ
Chất lượng tuyệt vời. Đóng gói kỹ lưỡng. Đẹp như mô tả.,5,2,chất tuyệt vời đóng gói kỹ lưỡng đẹp mô tả,chất tuyệt_vời đóng_gói kỹ_lưỡng đẹp mô_tả
sản phẩm k giống với hình,2,0,sản phẩm không hình,sản_phẩm không hình
Shop phục vụ khá tốt.,4,2,shop phục vụ tốt,shop phục_vụ tốt
Sản phẩm/dịch vụ tương đối giống mô tả. Chất lượng sản phẩm/dịch vụ tương đối tốt.,3,1,sản phẩm dịch vụ tương đối mô tả chất sản phẩm dịch vụ tương đối tốt,sản_phẩm dịch_vụ tương_đối mô_tả chất sản_phẩm dịch_vụ tương_đối tốt
"Chuyên nghiệp, thân thiện.",5,2,chuyên nghiệp thân thiện,chuyên_nghiệp thân_thiện
Kem Khong giong mo ta tren quang cao Tu nay khong choi sen do Lao qua May nam nay lan dau tien that ving,5,2,nam,nam
"Mình đã nhận đc hàng,nhưng gầu mức của mấy xúc khi mở kiện hàng ra thì đã thấy vỡ rồi",5,2,hàng gầu mấy xúc kiện hàng vỡ,hàng gầu mấy xúc kiện hàng vỡ
san pham tot giao hang nhanh,5,2,,
Chuyên nghiệp.,4,2,chuyên nghiệp,chuyên_nghiệp
quá đắt so với quy định mua xong nhà bạn tình cờ vào shope xem thấy bên đó bán rẻ hơn rất nhiều,5,2,đắt định tình cờ shope rẻ,đắt_định tình_cờ shope rẻ
Sản phẩm/dịch vụ giống mô tả. Chất lượng sản phẩm/dịch vụ khá tốt. Gửi sản phẩm/vé dịch vụ nhanh. chất lượng tạm ổn so với giá nhưng nilong hơi mỏng,4,2,sản phẩm dịch vụ mô tả chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ chất tạm ổn giá hơi mỏng,sản_phẩm dịch_vụ mô_tả chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ chất tạm ổn giá hơi mỏng
giống như mô tả,5,2,mô tả,mô_tả
Sản phẩm/dịch vụ giống mô tả.,4,2,sản phẩm dịch vụ mô tả,sản_phẩm dịch_vụ mô_tả
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
Chất lượng sản phẩm/dịch vụ rất tốt.,5,2,chất sản phẩm dịch vụ tốt,chất sản_phẩm dịch_vụ tốt
Sản phẩm/dịch vụ giống mô tả. Gửi sản phẩm/vé dịch vụ nhanh. Shop phục vụ khá tốt.,4,2,sản phẩm dịch vụ mô tả gửi sản phẩm vé dịch vụ shop phục vụ tốt,sản_phẩm dịch_vụ mô_tả gửi sản_phẩm vé dịch_vụ shop phục_vụ tốt
Chất lượng sản phẩm/dịch vụ rất tốt.,5,2,chất sản phẩm dịch vụ tốt,chất sản_phẩm dịch_vụ tốt
Sản phẩm/dịch vụ giống mô tả.,4,2,sản phẩm dịch vụ mô tả,sản_phẩm dịch_vụ mô_tả
Sản phẩm/dịch vụ hoàn toàn khác mô tả. Chất lượng sản phẩm/dịch vụ rất tệ. hàng không giống mô tả mới đem về đã hỏng,1,0,sản phẩm dịch vụ hoàn toàn mô tả chất sản phẩm dịch vụ tệ hàng không mô tả đem hỏng,sản_phẩm dịch_vụ hoàn_toàn mô_tả chất sản_phẩm dịch_vụ tệ hàng_không mô_tả đem hỏng
ok,5,2,,
"Sản phẩm/dịch vụ giống mô tả. Gửi sản phẩm/vé dịch vụ nhanh. Shop phục vụ khá tốt. chất lượng chưa đánh giá được,thời gian trả lời",4,2,sản phẩm dịch vụ mô tả gửi sản phẩm vé dịch vụ shop phục vụ tốt chất đánh giá thời,sản_phẩm dịch_vụ mô_tả gửi sản_phẩm vé dịch_vụ shop phục_vụ tốt_chất đánh_giá thời
co them vao chan de vat gi khong? nhe qua dam khong duoc!,3,1,dam,dam
Sản phẩm/dịch vụ giống mô tả.,4,2,sản phẩm dịch vụ mô tả,sản_phẩm dịch_vụ mô_tả
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.,5,2,sản phẩm dịch vụ mô tả tốt đợi,sản_phẩm dịch_vụ mô_tả tốt đợi
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt_đợi gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.,5,2,sản phẩm dịch vụ mô tả tốt đợi,sản_phẩm dịch_vụ mô_tả tốt đợi
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.,5,2,sản phẩm dịch vụ mô tả tốt đợi,sản_phẩm dịch_vụ mô_tả tốt đợi
"Chuyên nghiệp, thân thiện.",5,2,chuyên nghiệp thân thiện,chuyên_nghiệp thân_thiện
Sản phẩm/dịch vụ giống mô tả.,4,2,sản phẩm dịch vụ mô tả,sản_phẩm dịch_vụ mô_tả
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. .,5,2,sản phẩm dịch vụ mô tả tốt đợi,sản_phẩm dịch_vụ mô_tả tốt đợi
Gửi sản phẩm/vé dịch vụ nhanh.,5,2,gửi sản phẩm vé dịch vụ,gửi sản_phẩm vé dịch_vụ
Gửi sản phẩm/vé dịch vụ nhanh. Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.,5,2,gửi sản phẩm vé dịch vụ sản phẩm dịch vụ mô tả tốt đợi,gửi sản_phẩm vé dịch_vụ sản_phẩm dịch_vụ mô_tả tốt đợi
Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.,5,2,đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ,đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ
Sản phẩm/dịch vụ giống mô tả. sản phẩm giống mô tả tuy nhiên sp nhẹ dễ rớt,4,2,sản phẩm dịch vụ mô tả sản phẩm mô tả nhiên nhẹ rớt,sản_phẩm dịch_vụ mô_tả sản_phẩm mô_tả_nhiên nhẹ rớt
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. đóng gói cận thận",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình đóng gói cận thận,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình đóng_gói cận thận
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Đấm sướng phết, nhìn cứ như con lật đật. Tuy nhiên lớp vỏ của trụ đấm bốc ko phải hàng xịn nên khi đấm xong, bao khí bị non phải bơm thêm khí, cái bơm thì hàng nhựa ấn nhiều là nó rách, hỏng, đầu tư mua bơm mini 30k cho xong. Nhưng nói chung là chất",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt shop tư vấn hướng cực kỳ nhiệt tình đấm sướng phết lật đật nhiên lớp vỏ trụ đấm bốc không hàng xịn đấm khí bơm khí bơm hàng nhựa ấn rách hỏng đầu tư bơm chất,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt_shop tư_vấn hướng cực_kỳ nhiệt_tình đấm_sướng phết lật đật_nhiên lớp vỏ trụ đấm bốc không hàng xịn đấm_khí bơm khí bơm hàng nhựa ấn_rách hỏng đầu_tư bơm chất
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. đồng gói kỹ hàng cũng được",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình đồng gói kỹ hàng,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình đồng_gói kỹ hàng
Sản phẩm/dịch vụ giống mô tả. Chất lượng sản phẩm/dịch vụ khá tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop phục vụ khá tốt. OK,4,2,sản phẩm dịch vụ mô tả chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop phục vụ tốt,sản_phẩm dịch_vụ mô_tả chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop phục_vụ tốt
